side,limit,margin,stat,type,fromPosition
long,-34926.15,0.01,open,open Position,1204.35
long,-34872.5,0.01,open,open Position,1202.5
long,-34544.8,0.01,open,open Position,1191.2
long,-34541.9,0.01,open,open Position,1191.1
long,-34882.65,0.01,open,open Position,1202.85
long,-34889.9,0.01,open,open Position,1203.1
long,-34489.7,0.01,open,open Position,1189.3
long,-34559.3,0.01,open,open Position,1191.7
long,-34575.25,0.01,open,open Position,1192.25
long,-35103.05,0.01,open,open Position,1210.45
long,-35119,0.01,open,open Position,1211
long,-35145.1,0.01,open,open Position,1211.9
long,-34860.9,0.01,open,open Position,1202.1
long,-34824.65,0.01,open,open Position,1200.85
long,-34992.85,0.01,open,open Position,1206.65
long,-34974,0.01,open,open Position,1206
long,-34798.55,0.01,open,open Position,1199.95
long,-35265.45,0.01,open,open Position,1216.05
long,-35194.4,0.01,open,open Position,1213.6
long,-35556.9,0.01,open,open Position,1226.1
long,-35364.05,0.01,open,open Position,1219.45
long,-35348.1,0.01,open,open Position,1218.9
long,-35291.55,0.01,open,open Position,1216.95
long,-35322,0.01,open,open Position,1218
long,-35206,0.01,open,open Position,1214
long,-35165.4,0.01,open,open Position,1212.6
long,-35230.65,0.01,open,open Position,1214.85
long,-35326.35,0.01,open,open Position,1218.15
long,-35284.3,0.01,open,open Position,1216.7
long,-35293,0.01,open,open Position,1217
long,-35339.4,0.01,open,open Position,1218.6
long,-35190.05,0.01,open,open Position,1213.45
long,-35103.05,0.01,open,open Position,1210.45
long,-35003,0.01,open,open Position,1207
long,-34908.75,0.01,open,open Position,1203.75
long,-34950.8,0.01,open,open Position,1205.2
long,-35066.8,0.01,open,open Position,1209.2
long,-35079.85,0.01,open,open Position,1209.65
long,-35062.45,0.01,open,open Position,1209.05
long,-35084.2,0.01,open,open Position,1209.8
long,-35163.95,0.01,open,open Position,1212.55
long,-35079.85,0.01,open,open Position,1209.65
long,-35078.4,0.01,open,open Position,1209.6
long,-34978.35,0.01,open,open Position,1206.15
long,-35029.1,0.01,open,open Position,1207.9
long,-35016.05,0.01,open,open Position,1207.45
long,-34914.55,0.01,open,open Position,1203.95
long,-34995.75,0.01,open,open Position,1206.75
long,-34963.85,0.01,open,open Position,1205.65
long,-35069.7,0.01,open,open Position,1209.3
long,-35032,0.01,open,open Position,1208
long,-35033.45,0.01,open,open Position,1208.05
long,-35103.05,0.01,open,open Position,1210.45
long,-35017.5,0.01,open,open Position,1207.5
long,-35016.05,0.01,open,open Position,1207.45
long,-35003,0.01,open,open Position,1207
long,-35056.65,0.01,open,open Position,1208.85
long,-35058.1,0.01,open,open Position,1208.9
long,-35021.85,0.01,open,open Position,1207.65
long,-35013.15,0.01,open,open Position,1207.35
long,-35030.55,0.01,open,open Position,1207.95
long,-35056.65,0.01,open,open Position,1208.85
long,-35126.25,0.01,open,open Position,1211.25
long,-35480.05,0.01,open,open Position,1223.45
long,-35295.9,0.01,open,open Position,1217.1
long,-35435.1,0.01,open,open Position,1221.9
long,-35307.5,0.01,open,open Position,1217.5
long,-35324.9,0.01,open,open Position,1218.1
long,-35329.25,0.01,open,open Position,1218.25
long,-35349.55,0.01,open,open Position,1218.95
long,-35333.6,0.01,open,open Position,1218.4
long,-35365.5,0.01,open,open Position,1219.5
long,-35365.5,0.01,open,open Position,1219.5
long,-35033.45,0.01,open,open Position,1208.05
long,-35047.95,0.01,open,open Position,1208.55
long,-34702.85,0.01,open,open Position,1196.65
long,-33861.85,0.01,open,open Position,1167.65
long,-33843,0.01,open,open Position,1167
long,-34130.1,0.01,open,open Position,1176.9
long,-34008.3,0.01,open,open Position,1172.7
long,-34135.9,0.01,open,open Position,1177.1
long,-34069.2,0.01,open,open Position,1174.8
long,-33992.35,0.01,open,open Position,1172.15
long,-34159.1,0.01,open,open Position,1177.9
long,-34356.3,0.01,open,open Position,1184.7
long,-34137.35,0.01,open,open Position,1177.15
long,-33126.7,0.01,open,open Position,1142.3
long,-33135.4,0.01,open,open Position,1142.6
long,-33118,0.01,open,open Position,1142
long,-33071.6,0.01,open,open Position,1140.4
long,-32806.25,0.01,open,open Position,1131.25
long,-32558.3,0.01,open,open Position,1122.7
long,-32630.8,0.01,open,open Position,1125.2
long,-32735.2,0.01,open,open Position,1128.8
long,-32936.75,0.01,open,open Position,1135.75
long,-32704.75,0.01,open,open Position,1127.75
long,-32571.35,0.01,open,open Position,1123.15
long,-32478.55,0.01,open,open Position,1119.95
long,-32501.75,0.01,open,open Position,1120.75
long,-32675.75,0.01,open,open Position,1126.75
long,-32603.25,0.01,open,open Position,1124.25
long,-32675.75,0.01,open,open Position,1126.75
long,-32901.95,0.01,open,open Position,1134.55
long,-32886,0.01,open,open Position,1134
long,-32767.1,0.01,open,open Position,1129.9
long,-32365.45,0.01,open,open Position,1116.05
long,-32059.5,0.01,open,open Position,1105.5
long,-31905.8,0.01,open,open Position,1100.2
long,-31640.45,0.01,open,open Position,1091.05
long,-32020.35,0.01,open,open Position,1104.15
long,-31740.5,0.01,open,open Position,1094.5
long,-32103,0.01,open,open Position,1107
long,-32089.95,0.01,open,open Position,1106.55
long,-32082.7,0.01,open,open Position,1106.3
long,-31942.05,0.01,open,open Position,1101.45
long,-32145.05,0.01,open,open Position,1108.45
long,-32002.95,0.01,open,open Position,1103.55
long,-31931.9,0.01,open,open Position,1101.1
long,-31853.6,0.01,open,open Position,1098.4
long,-31462.1,0.01,open,open Position,1084.9
long,-31694.1,0.01,open,open Position,1092.9
long,-31534.6,0.01,open,open Position,1087.4
long,-31353.35,0.01,open,open Position,1081.15
long,-31676.7,0.01,open,open Position,1092.3
long,-31475.15,0.01,open,open Position,1085.35
long,-31844.9,0.01,open,open Position,1098.1
long,-32845.4,0.01,open,open Position,1132.6
long,-32517.7,0.01,open,open Position,1121.3
long,-32894.7,0.01,open,open Position,1134.3
long,-32668.5,0.01,open,open Position,1126.5
long,-32385.75,0.01,open,open Position,1116.75
long,-32651.1,0.01,open,open Position,1125.9
long,-32677.2,0.01,open,open Position,1126.8
long,-32687.35,0.01,open,open Position,1127.15
long,-32780.15,0.01,open,open Position,1130.35
long,-32961.4,0.01,open,open Position,1136.6
long,-33028.1,0.01,open,open Position,1138.9
long,-32883.1,0.01,open,open Position,1133.9
long,-32817.85,0.01,open,open Position,1131.65
long,-33696.55,0.01,open,open Position,1161.95
long,-33918.4,0.01,open,open Position,1169.6
long,-33721.2,0.01,open,open Position,1162.8
long,-33550.1,0.01,open,open Position,1156.9
long,-33680.6,0.01,open,open Position,1161.4
long,-33803.85,0.01,open,open Position,1165.65
long,-33729.9,0.01,open,open Position,1163.1
long,-33798.05,0.01,open,open Position,1165.45
long,-34025.7,0.01,open,open Position,1173.3
long,-34038.75,0.01,open,open Position,1173.75
long,-33750.2,0.01,open,open Position,1163.8
long,-33542.85,0.01,open,open Position,1156.65
long,-33793.7,0.01,open,open Position,1165.3
long,-33654.5,0.01,open,open Position,1160.5
long,-33397.85,0.01,open,open Position,1151.65
long,-33447.15,0.01,open,open Position,1153.35
long,-33915.5,0.01,open,open Position,1169.5
long,-33873.45,0.01,open,open Position,1168.05
long,-34057.6,0.01,open,open Position,1174.4
long,-33887.95,0.01,open,open Position,1168.55
long,-34034.4,0.01,open,open Position,1173.6
long,-34318.6,0.01,open,open Position,1183.4
long,-34254.8,0.01,open,open Position,1181.2
long,-34831.9,0.01,open,open Position,1201.1
long,-34772.45,0.01,open,open Position,1199.05
long,-34829,0.01,open,open Position,1201
long,-34860.9,0.01,open,open Position,1202.1
long,-34805.8,0.01,open,open Position,1200.2
long,-35169.75,0.01,open,open Position,1212.75
long,-34959.5,0.01,open,open Position,1205.5
long,-34779.7,0.01,open,open Position,1199.3
long,-34830.45,0.01,open,open Position,1201.05
long,-34672.4,0.01,open,open Position,1195.6
long,-34669.5,0.01,open,open Position,1195.5
long,-34624.55,0.01,open,open Position,1193.95
long,-34781.15,0.01,open,open Position,1199.35
long,-34592.65,0.01,open,open Position,1192.85
long,-34640.5,0.01,open,open Position,1194.5
long,-34813.05,0.01,open,open Position,1200.45
long,-34776.8,0.01,open,open Position,1199.2
long,-34884.1,0.01,open,open Position,1202.9
long,-34856.55,0.01,open,open Position,1201.95
long,-34723.15,0.01,open,open Position,1197.35
long,-34666.6,0.01,open,open Position,1195.4
long,-34872.5,0.01,open,open Position,1202.5
long,-34892.8,0.01,open,open Position,1203.2
long,-34615.85,0.01,open,open Position,1193.65
long,-34559.3,0.01,open,open Position,1191.7
long,-34414.3,0.01,open,open Position,1186.7
long,-34382.4,0.01,open,open Position,1185.6
long,-34076.45,0.01,open,open Position,1175.05
long,-34002.5,0.01,open,open Position,1172.5
long,-34253.35,0.01,open,open Position,1181.15
long,-34349.05,0.01,open,open Position,1184.45
long,-34230.15,0.01,open,open Position,1180.35
long,-34175.05,0.01,open,open Position,1178.45
long,-34357.75,0.01,open,open Position,1184.75
long,-34588.3,0.01,open,open Position,1192.7
long,-34512.9,0.01,open,open Position,1190.1
long,-34485.35,0.01,open,open Position,1189.15
long,-34576.7,0.01,open,open Position,1192.3
long,-34479.55,0.01,open,open Position,1188.95
long,-34408.5,0.01,open,open Position,1186.5
long,-34524.5,0.01,open,open Position,1190.5
long,-34511.45,0.01,open,open Position,1190.05
long,-34684,0.01,open,open Position,1196
long,-34765.2,0.01,open,open Position,1198.8
long,-34750.7,0.01,open,open Position,1198.3
long,-34736.2,0.01,open,open Position,1197.8
long,-34730.4,0.01,open,open Position,1197.6
long,-34955.15,0.01,open,open Position,1205.35
long,-35306.05,0.01,open,open Position,1217.45
long,-35290.1,0.01,open,open Position,1216.9
long,-35214.7,0.01,open,open Position,1214.3
long,-35423.5,0.01,open,open Position,1221.5
long,-35358.25,0.01,open,open Position,1219.25
long,-35256.75,0.01,open,open Position,1215.75
long,-35326.35,0.01,open,open Position,1218.15
long,-35239.35,0.01,open,open Position,1215.15
long,-35355.35,0.01,open,open Position,1219.15
long,-35348.1,0.01,open,open Position,1218.9
long,-35395.95,0.01,open,open Position,1220.55
long,-35336.5,0.01,open,open Position,1218.5
long,-35365.5,0.01,open,open Position,1219.5
long,-35181.35,0.01,open,open Position,1213.15
long,-35091.45,0.01,open,open Position,1210.05
long,-35046.5,0.01,open,open Position,1208.5
long,-35145.1,0.01,open,open Position,1211.9
long,-35021.85,0.01,open,open Position,1207.65
long,-34989.95,0.01,open,open Position,1206.55
long,-35007.35,0.01,open,open Position,1207.15
long,-35076.95,0.01,open,open Position,1209.55
long,-34829,0.01,open,open Position,1201
long,-34942.1,0.01,open,open Position,1204.9
long,-34950.8,0.01,open,open Position,1205.2
long,-35103.05,0.01,open,open Position,1210.45
long,-35217.6,0.01,open,open Position,1214.4
long,-35240.8,0.01,open,open Position,1215.2
long,-35322,0.01,open,open Position,1218
long,-35262.55,0.01,open,open Position,1215.95
long,-35264,0.01,open,open Position,1216
long,-35275.6,0.01,open,open Position,1216.4
long,-35129.15,0.01,open,open Position,1211.35
long,-35082.75,0.01,open,open Position,1209.75
long,-35145.1,0.01,open,open Position,1211.9
long,-35232.1,0.01,open,open Position,1214.9
long,-35197.3,0.01,open,open Position,1213.7
long,-35143.65,0.01,open,open Position,1211.85
long,-35134.95,0.01,open,open Position,1211.55
long,-35295.9,0.01,open,open Position,1217.1
long,-35175.55,0.01,open,open Position,1212.95
long,-35227.75,0.01,open,open Position,1214.75
long,-35290.1,0.01,open,open Position,1216.9
long,-35150.9,0.01,open,open Position,1212.1
long,-35172.65,0.01,open,open Position,1212.85
long,-35226.3,0.01,open,open Position,1214.7
long,-35246.6,0.01,open,open Position,1215.4
long,-34605.7,0.01,open,open Position,1193.3
long,-34621.65,0.01,open,open Position,1193.85
