profitLevel,closeLevel,addLossLevel,levrage,maxLongMargin,longPnl,longMargin,maxShortMargin,shortPnl,shortMargin,totalProfit,totalLoss,totalpnl
0.85,0.6,0.15,11,3.5,0,0,3.55,0,0,1439.5849999999996,-1106.3924000000002,333.1925999999994
0.85,0.6,0.15,12,0.32,35.2199999999998,0.01,0.37,0,0,126.18359999999994,-88.8388,72.56479999999975
0.85,0.6,0.15,12,0.64,35.2199999999998,0.02,0.74,0,0,251.2893999999999,-175.31860000000003,111.19079999999968
0.85,0.6,0.15,12,0.96,35.2199999999998,0.03,1.1,0,0,375.3257,-262.5793000000001,147.96639999999974
0.85,0.6,0.15,12,1.28,35.2199999999998,0.04,1.43,0,0,496.5981,-350.63720000000006,181.18089999999978
0.85,0.6,0.15,12,1.6,35.2199999999998,0.05,1.79,0,0,620.4609000000003,-437.89779999999996,217.7831
0.85,0.6,0.15,12,1.92,35.2199999999998,0.06,2.2,0,0,751.7275999999999,-525.1586000000002,261.78899999999965
0.85,0.6,0.15,12,2.24,35.2199999999998,0.07,2.57,0,0,876.8325,-612.4200000000001,299.6324999999999
0.85,0.6,0.15,12,2.56,35.2199999999998,0.08,2.86,0,0,993.1962,-700.4787000000001,327.9374999999998
0.85,0.6,0.15,12,2.88,35.2199999999998,0.09,3.22,0,0,1118.1262999999994,-787.7352000000001,365.6110999999991
0.85,0.6,0.15,12,3.2,35.2199999999998,0.1,3.67,0,0,1253.2475,-875.7955999999999,412.6718999999998
0.85,0.6,0.15,15,0.27,7.779999999999973,0.07,0.16,0,0,80.37959999999998,-55.87520000000004,32.28439999999992
0.85,0.6,0.15,15,0.54,7.779999999999973,0.14,0.32,0,0,160.77189999999996,-111.75040000000008,56.80149999999987
0.85,0.6,0.15,15,0.81,7.769999999999982,0.21,0.48,0,0,241.16419999999994,-167.62560000000013,81.30859999999984
0.85,0.6,0.15,15,1.08,7.779999999999973,0.28,0.64,0,0,321.5437999999999,-223.50080000000017,105.82299999999977
0.85,0.6,0.15,15,1.35,7.769999999999982,0.35,0.8,0,0,402.7850999999999,-279.37600000000015,131.17909999999972
0.85,0.6,0.15,15,1.62,7.769999999999982,0.42,0.96,0,0,482.3156999999999,-335.25120000000027,154.8344999999997
0.85,0.6,0.15,15,1.89,7.779999999999973,0.49,1.12,0,0,563.5569999999999,-391.1264000000002,180.2105999999997
0.85,0.6,0.15,15,2.16,7.779999999999973,0.56,1.28,0,0,643.0875999999998,-447.00160000000034,203.86599999999956
0.85,0.6,0.15,15,2.43,7.789999999999964,0.63,1.44,0,0,723.4798999999999,-502.87680000000023,228.39309999999946
0.85,0.6,0.15,15,2.7,7.769999999999982,0.7,1.6,0,0,803.8594999999998,-558.7520000000003,252.8774999999995
0.85,0.6,0.15,18,0.22,7.169999999999845,0.11,0.15,0,0,82.189,-63.7837,25.575299999999853
0.85,0.6,0.15,18,0.44,7.169999999999845,0.22,0.3,0,0,162.9503,-127.5674,42.55289999999987
0.85,0.6,0.15,18,0.66,7.179999999999836,0.33,0.45,0,0,243.7127,-191.3511,59.54159999999983
0.85,0.6,0.15,18,0.88,7.169999999999845,0.44,0.6,0,0,325.9006,-255.1348,77.9357999999999
0.85,0.6,0.15,18,1.1,7.179999999999836,0.55,0.75,0,0,408.09010000000006,-318.91850000000005,96.35159999999998
0.85,0.6,0.15,18,1.32,7.179999999999836,0.66,0.9,0,0,488.8509,-382.7022,113.32869999999977
0.85,0.6,0.15,18,1.54,7.179999999999836,0.77,1.05,0,0,570.3227,-446.4859,131.0168
0.85,0.6,0.15,18,1.76,7.169999999999845,0.88,1.2,0,0,651.8012,-510.2696,148.70159999999996
0.85,0.6,0.15,18,1.98,7.179999999999836,0.99,1.35,0,0,733.2852000000003,-574.0532999999999,166.4119
0.85,0.6,0.15,18,2.2,7.179999999999836,1.1,1.5,0,0,814.7515,-637.8370000000001,184.0944999999999
0.85,0.6,0.15,20,0.16,0,0,0,0,0,41.76519999999993,-56.718700000000005,-14.953500000000075
0.85,0.6,0.15,20,0.32,0,0,0,0,0,82.86079999999987,-113.43740000000001,-30.576600000000152
0.85,0.6,0.15,20,0.48,0,0,0,0,0,123.9563999999999,-170.1561,-46.199700000000135
0.85,0.6,0.15,20,0.64,0,0,0,0,0,165.72159999999974,-226.87480000000002,-61.153200000000304
0.85,0.6,0.15,20,0.8,0,0,0,0,0,207.4867999999997,-283.58950000000004,-76.10270000000034
0.85,0.6,0.15,20,0.96,0,0,0,0,0,248.5823999999998,-340.3122,-91.72980000000027
0.85,0.6,0.15,20,1.12,0,0,0,0,0,290.34759999999955,-397.0253000000001,-106.67770000000047
0.85,0.6,0.15,20,1.28,0,0,0,0,0,331.4431999999995,-453.74960000000004,-122.30640000000061
0.85,0.6,0.15,20,1.44,0,0,0,0,0,372.5387999999997,-510.46830000000006,-137.92950000000047
0.85,0.6,0.15,20,1.6,0,0,0,0,0,414.3039999999994,-567.1790000000001,-152.87500000000068
0.85,0.6,0.15,25,0.15,-9.410000000000082,0.05,0.19,0,0,56.548400000000015,-82.96930000000002,-35.83090000000009
0.85,0.6,0.15,25,0.3,-9.410000000000082,0.1,0.38,0,0,113.09680000000003,-165.93860000000004,-62.2518000000001
0.85,0.6,0.15,25,0.45,-9.420000000000073,0.15,0.57,0,0,169.6452,-248.90790000000004,-88.68270000000014
0.85,0.6,0.15,25,0.6,-9.410000000000082,0.2,0.76,0,0,226.19360000000006,-331.8772000000001,-115.09360000000012
0.85,0.6,0.15,25,0.75,-9.420000000000073,0.25,0.95,0,0,282.74199999999996,-414.8465000000001,-141.52450000000016
0.85,0.6,0.15,25,0.9,-9.420000000000073,0.3,1.14,0,0,339.2904,-497.8158000000001,-167.9454000000002
0.85,0.6,0.15,25,1.05,-9.420000000000073,0.35,1.33,0,0,395.83880000000005,-580.7851000000004,-194.3663000000002
0.85,0.6,0.15,25,1.2,-9.410000000000082,0.4,1.52,0,0,452.3872000000001,-663.7544000000001,-220.77720000000016
0.85,0.6,0.15,25,1.35,-9.420000000000073,0.45,1.71,0,0,508.93559999999997,-746.7237,-247.20810000000043
0.85,0.6,0.15,25,1.5,-9.420000000000073,0.5,1.9,0,0,565.4839999999999,-829.6930000000002,-273.62900000000025
0.85,0.6,0.15,30,0.14,-10.910000000000082,0.06,0.07,0,0,40.18580000000004,-63.40060000000003,-34.124800000000064
0.85,0.6,0.15,30,0.28,-10.910000000000082,0.12,0.14,0,0,80.37160000000009,-126.80120000000007,-57.33960000000005
0.85,0.6,0.15,30,0.42,-10.900000000000091,0.18,0.21,0,0,120.55740000000007,-190.20180000000008,-80.54440000000004
0.85,0.6,0.15,30,0.56,-10.910000000000082,0.24,0.28,0,0,160.74320000000017,-253.60240000000013,-103.76920000000001
0.85,0.6,0.15,30,0.7,-10.910000000000082,0.3,0.35,0,0,200.9290000000002,-317.0030000000001,-126.98399999999998
0.85,0.6,0.15,30,0.84,-10.900000000000091,0.36,0.42,0,0,241.11480000000014,-380.40360000000015,-150.1888
0.85,0.6,0.15,30,0.98,-10.910000000000082,0.42,0.49,0,0,281.3006000000001,-443.80420000000004,-173.41360000000012
0.85,0.6,0.15,30,1.12,-10.910000000000082,0.48,0.56,0,0,321.48640000000034,-507.20480000000026,-196.62839999999994
0.85,0.6,0.15,30,1.26,-10.900000000000091,0.54,0.63,0,0,361.6722000000002,-570.6053999999999,-219.83320000000006
0.85,0.6,0.15,30,1.4,-10.910000000000082,0.6,0.7,0,0,401.8580000000004,-634.0060000000002,-243.05799999999988
0.85,0.6,0.15,35,0.2,-12.710000000000036,0.06,0.09,0,0,54.115899999999996,-62.515100000000004,-21.109200000000037
0.85,0.6,0.15,35,0.4,-12.710000000000036,0.12,0.18,0,0,108.23179999999999,-125.03020000000001,-29.508400000000037
0.85,0.6,0.15,35,0.6,-12.710000000000036,0.18,0.27,0,0,162.34859999999998,-187.54739999999998,-37.90880000000017
0.85,0.6,0.15,35,0.8,-12.710000000000036,0.24,0.36,0,0,216.46359999999999,-250.06040000000002,-46.30680000000004
0.85,0.6,0.15,35,1,-12.710000000000036,0.3,0.45,0,0,270.5795000000001,-312.57900000000006,-54.70950000000016
0.85,0.6,0.15,35,1.2,-12.710000000000036,0.36,0.54,0,0,324.69719999999995,-375.09479999999996,-63.1076000000003
0.85,0.6,0.15,35,1.4,-12.710000000000036,0.42,0.63,0,0,378.8113,-437.6106000000002,-71.50930000000017
0.85,0.6,0.15,35,1.6,-12.710000000000036,0.48,0.72,0,0,432.92719999999997,-500.12080000000003,-79.90360000000004
0.85,0.6,0.15,35,1.8,-12.710000000000036,0.54,0.81,0,0,487.0457999999998,-562.6359000000001,-88.30010000000023
0.85,0.6,0.15,35,2,-12.710000000000036,0.6,0.9,0,0,541.1590000000002,-625.1580000000001,-96.70900000000029
0.85,0.6,0.15,40,0.11,-0.4500000000000455,0.01,0.08,0,0,42.310900000000025,-56.88189999999997,-15.021000000000035
0.85,0.6,0.15,40,0.22,-0.4500000000000455,0.02,0.16,0,0,84.62180000000005,-113.53319999999994,-29.36140000000002
0.85,0.6,0.15,40,0.33,-0.4500000000000455,0.03,0.24,0,0,126.9327,-169.4468,-42.9641
0.85,0.6,0.15,40,0.44,-0.4500000000000455,0.04,0.32,0,0,169.2436000000001,-227.06639999999987,-58.2728
0.85,0.6,0.15,40,0.55,-0.4500000000000455,0.05,0.4,0,0,211.5545,-282.71880000000004,-71.61430000000003
0.85,0.6,0.15,40,0.66,-0.4500000000000455,0.06,0.48,0,0,253.8654,-339.1242,-85.70879999999997
0.85,0.6,0.15,40,0.77,-0.4500000000000455,0.07,0.56,0,0,296.17629999999997,-395.76019999999994,-100.03389999999987
0.85,0.6,0.15,40,0.88,-0.4500000000000455,0.08,0.64,0,0,338.4872000000002,-454.13279999999975,-116.09559999999995
0.85,0.6,0.15,40,0.99,-0.4500000000000455,0.09,0.72,0,0,380.7981,-510.7876999999999,-130.43959999999993
0.85,0.6,0.15,40,1.1,-0.4500000000000455,0.1,0.8,0,0,423.109,-565.2070000000001,-142.54800000000003
0.85,0.6,0.15,45,0.21,0,0,0.14,0,0,47.43069999999997,-62.76859999999999,-15.337900000000001
0.85,0.6,0.15,45,0.42,0,0,0.28,0,0,95.43919999999994,-124.69729999999997,-29.2581
0.85,0.6,0.15,45,0.63,0,0,0.42,0,0,143.16179999999997,-186.83660000000015,-43.67480000000006
0.85,0.6,0.15,45,0.84,0,0,0.56,0,0,191.17629999999988,-249.18919999999994,-58.0129
0.85,0.6,0.15,45,1.05,0,0,0.7,0,0,238.89889999999988,-311.7468999999999,-72.84799999999993
0.85,0.6,0.15,45,1.26,0,0,0.84,0,0,286.61549999999994,-373.8865000000002,-87.27100000000007
0.85,0.6,0.15,45,1.47,0,0,0.98,0,0,334.33809999999994,-436.4408999999999,-102.1027999999999
0.85,0.6,0.15,45,1.68,0,0,1.12,0,0,382.35259999999977,-498.5837999999999,-116.2312
0.85,0.6,0.15,45,1.89,0,0,1.26,0,0,430.3671,-560.9240999999997,-130.557
0.85,0.6,0.15,45,2.1,0,0,1.4,0,0,477.7917999999998,-623.2810999999999,-145.48929999999984
0.85,0.6,0.3,3,0.13,3.2999999999999545,0.13,0.01,0,0,4.9203,0,8.220299999999956
0.85,0.6,0.3,3,0.26,3.2999999999999545,0.26,0.02,0,0,9.8406,0,13.140599999999955
0.85,0.6,0.3,3,0.39,3.2799999999999727,0.39,0.03,0,0,14.7609,0,18.040899999999972
0.85,0.6,0.3,3,0.52,3.2999999999999545,0.52,0.04,0,0,19.6812,0,22.981199999999955
0.85,0.6,0.3,3,0.65,3.2999999999999545,0.65,0.05,0,0,24.6015,0,27.901499999999956
0.85,0.6,0.3,3,0.78,3.2799999999999727,0.78,0.06,0,0,29.5218,0,32.80179999999997
0.85,0.6,0.3,3,0.91,3.2899999999999636,0.91,0.07,0,0,34.4421,0,37.73209999999997
0.85,0.6,0.3,3,1.04,3.2999999999999545,1.04,0.08,0,0,39.3624,0,42.662399999999955
0.85,0.6,0.3,3,1.17,3.2999999999999545,1.17,0.09,0,0,44.2827,0,47.58269999999995
0.85,0.6,0.3,3,1.3,3.2999999999999545,1.3,0.1,0,0,49.203,0,52.50299999999996
0.85,0.6,0.3,5,0.18,55.039999999999964,0.08,0.02,0,0,45.93800000000001,-5.0166,95.96139999999997
0.85,0.6,0.3,5,0.36,55.039999999999964,0.16,0.04,0,0,91.87600000000002,-10.0332,136.88279999999997
0.85,0.6,0.3,5,0.54,55.039999999999964,0.24,0.06,0,0,137.81400000000002,-15.049800000000001,177.80419999999998
0.85,0.6,0.3,5,0.72,55.039999999999964,0.32,0.08,0,0,183.75200000000004,-20.0664,218.7256
0.85,0.6,0.3,5,0.9,55.039999999999964,0.4,0.1,0,0,229.69000000000005,-25.083000000000002,259.64700000000005
0.85,0.6,0.3,5,1.08,55.039999999999964,0.48,0.12,0,0,275.62800000000004,-30.099600000000002,300.5684
0.85,0.6,0.3,5,1.26,55.039999999999964,0.56,0.14,0,0,321.56600000000003,-35.116200000000006,341.4898
0.85,0.6,0.3,5,1.44,55.039999999999964,0.64,0.16,0,0,367.5040000000001,-40.1328,382.4112
0.85,0.6,0.3,5,1.62,55.039999999999964,0.72,0.18,0,0,413.4420000000001,-45.14940000000001,423.33260000000007
0.85,0.6,0.3,5,1.8,55.039999999999964,0.8,0.2,0,0,459.3800000000001,-50.166000000000004,464.2540000000001
0.85,0.6,0.3,8,0.32,60.57999999999993,0.32,0.09,0,0,37.35159999999999,-14.189400000000015,83.74219999999991
0.85,0.6,0.3,8,0.64,60.57999999999993,0.64,0.18,0,0,72.47399999999999,-30.62270000000001,102.43129999999992
0.85,0.6,0.3,8,0.96,60.57999999999993,0.96,0.27,0,0,108.73980000000006,-39.55159999999999,129.76819999999998
0.85,0.6,0.3,8,1.28,60.57999999999993,1.28,0.36,0,0,144.94799999999998,-61.24540000000002,144.28259999999992
0.85,0.6,0.3,8,1.6,60.57999999999993,1.6,0.45,0,0,181.23300000000012,-72.24320000000004,169.5698
0.85,0.6,0.3,8,1.92,60.57999999999993,1.92,0.54,0,0,217.4220000000001,-91.86810000000001,186.13390000000004
0.85,0.6,0.3,8,2.24,60.57999999999993,2.24,0.63,0,0,253.72620000000003,-100.92579999999994,213.38039999999998
0.85,0.6,0.3,8,2.56,60.57999999999993,2.56,0.72,0,0,289.89599999999996,-122.49080000000004,227.9851999999999
0.85,0.6,0.3,8,2.88,60.569999999999936,2.88,0.81,0,0,326.2194000000002,-119.73839999999993,267.0510000000002
0.85,0.6,0.3,8,3.2,60.57999999999993,3.2,0.9,0,0,362.37000000000023,-153.11350000000002,269.8365000000001
0.85,0.6,0.3,9,0.09,0,0,0.09,0,0,13.836500000000006,-29.662600000000005,-15.826099999999995
0.85,0.6,0.3,9,0.16,0,0,0.18,0,0,27.673000000000012,-48.99130000000001,-21.318299999999997
0.85,0.6,0.3,9,0.24,0,0,0.27,0,0,41.49480000000001,-83.8114,-42.31659999999998
0.85,0.6,0.3,9,0.32,0,0,0.36,0,0,55.346000000000025,-97.98260000000002,-42.636599999999994
0.85,0.6,0.3,9,0.4,0,0,0.45,0,0,69.18250000000003,-122.95280000000001,-53.77029999999999
0.85,0.6,0.3,9,0.48,0,0,0.54,0,0,83.01900000000003,-146.97390000000004,-63.9549
0.85,0.6,0.3,9,0.56,0,0,0.63,0,0,96.85550000000003,-171.94440000000003,-75.08889999999998
0.85,0.6,0.3,9,0.64,0,0,0.72,0,0,110.69200000000005,-195.96520000000004,-85.27319999999999
0.85,0.6,0.3,9,0.72,0,0,0.81,0,0,124.52850000000005,-219.98420000000004,-95.45570000000001
0.85,0.6,0.3,9,0.8,0,0,0.9,0,0,138.36500000000007,-244.95650000000003,-106.5915
0.85,0.6,0.3,10,0.3,0,0,0.05,0,0,50.716600000000035,-14.161900000000013,36.554700000000025
0.85,0.6,0.3,10,0.13,0,0,0.1,0,0,29.980000000000008,-30.649699999999996,-0.6696999999999891
0.85,0.6,0.3,10,0.19,0,0,0.15,0,0,44.97000000000001,-45.535800000000016,-0.5658000000000047
0.85,0.6,0.3,10,0.26,0,0,0.2,0,0,59.960000000000015,-61.29939999999999,-1.3393999999999782
0.85,0.6,0.3,10,0.33,0,0,0.25,0,0,74.95000000000002,-77.06050000000006,-2.1105000000000267
0.85,0.6,0.3,10,0.39,0,0,0.3,0,0,89.94000000000003,-91.9491,-2.0090999999999646
0.85,0.6,0.3,10,0.46,0,0,0.35,0,0,104.93000000000004,-107.70750000000008,-2.7775000000000496
0.85,0.6,0.3,10,0.52,0,0,0.4,0,0,119.92000000000003,-122.59879999999998,-2.6787999999999563
0.85,0.6,0.3,10,0.58,0,0,0.45,0,0,134.91000000000005,-137.4865,-2.5764999999999567
0.85,0.6,0.3,10,0.65,0,0,0.5,0,0,149.90000000000003,-153.24849999999998,-3.3484999999999374
0.85,0.6,0.3,11,0.07,0,0,0.07,0,0,22.7078,-23.540000000000017,-0.8322000000000171
0.85,0.6,0.3,11,0.14,0,0,0.14,0,0,45.4156,-47.080000000000034,-1.6644000000000343
0.85,0.6,0.3,11,0.21,0,0,0.21,0,0,68.1234,-70.62000000000005,-2.496600000000054
0.85,0.6,0.3,11,0.28,0,0,0.28,0,0,90.8312,-94.16000000000007,-3.3288000000000686
0.85,0.6,0.3,11,0.35,0,0,0.35,0,0,113.5425,-117.70000000000009,-4.157500000000095
0.85,0.6,0.3,11,0.42,0,0,0.42,0,0,136.2468,-141.2400000000001,-4.993200000000108
0.85,0.6,0.3,11,0.49,0,0,0.49,0,0,158.9546,-164.7800000000001,-5.825400000000123
0.85,0.6,0.3,11,0.56,0,0,0.56,0,0,181.6624,-188.32000000000014,-6.657600000000137
0.85,0.6,0.3,11,0.63,0,0,0.63,0,0,204.37019999999995,-211.86000000000013,-7.489800000000145
0.85,0.6,0.3,11,0.7,0,0,0.7,0,0,227.085,-235.40000000000018,-8.31500000000019
0.85,0.6,0.3,12,0.07,0,0,0.09,0,0,18.07509999999999,-24.477,-6.401900000000008
0.85,0.6,0.3,12,0.14,0,0,0.18,0,0,36.15019999999998,-48.954,-12.803800000000017
0.85,0.6,0.3,12,0.21,0,0,0.27,0,0,54.22529999999996,-73.43100000000001,-19.205700000000036
0.85,0.6,0.3,12,0.28,0,0,0.36,0,0,72.30039999999995,-97.908,-25.607600000000033
0.85,0.6,0.3,12,0.35,0,0,0.45,0,0,90.37549999999993,-122.385,-32.00950000000007
0.85,0.6,0.3,12,0.42,0,0,0.54,0,0,108.45059999999992,-146.86200000000002,-38.41140000000007
0.85,0.6,0.3,12,0.49,0,0,0.63,0,0,126.52569999999993,-171.339,-44.81330000000008
0.85,0.6,0.3,12,0.56,0,0,0.72,0,0,144.6007999999999,-195.816,-51.21520000000007
0.85,0.6,0.3,12,0.63,0,0,0.81,0,0,162.67589999999987,-220.29299999999998,-57.61710000000013
0.85,0.6,0.3,12,0.7,0,0,0.9,0,0,180.75099999999986,-244.77,-64.01900000000013
0.85,0.6,0.3,15,0.1,0,0,0.03,0,0,20.984300000000008,-24.366299999999995,-3.381999999999988
0.85,0.6,0.3,15,0.14,0,0,0.06,0,0,58.3786,-43.46479999999999,14.913800000000002
0.85,0.6,0.3,15,0.21,0,0,0.09,0,0,69.56820000000003,-68.23889999999997,1.3293000000000434
0.85,0.6,0.3,15,0.28,0,0,0.12,0,0,116.7572,-86.92959999999998,29.827600000000004
0.85,0.6,0.3,15,0.35,0,0,0.15,0,0,145.9465,-108.95189999999998,36.9946
0.85,0.6,0.3,15,0.42,0,0,0.18,0,0,175.13579999999993,-130.39439999999996,44.74140000000002
0.85,0.6,0.3,15,0.49,0,0,0.21,0,0,204.3251,-152.4185,51.90659999999992
0.85,0.6,0.3,15,0.56,0,0,0.24,0,0,233.5144,-173.85919999999996,59.65520000000001
0.85,0.6,0.3,15,0.63,0,0,0.27,0,0,208.70460000000008,-205.29990000000004,3.4047000000000427
0.85,0.6,0.3,15,0.7,0,0,0.3,0,0,291.893,-217.32399999999996,74.56899999999997
0.85,0.6,0.3,18,0.11,0,0,0.06,0,0,31.590300000000006,-24.187900000000027,7.402399999999986
0.85,0.6,0.3,18,0.22,0,0,0.12,0,0,52.51350000000001,-48.36340000000006,4.150099999999962
0.85,0.6,0.3,18,0.33,0,0,0.18,0,0,78.04530000000003,-72.54510000000006,5.500199999999939
0.85,0.6,0.3,18,0.44,0,0,0.24,0,0,105.02700000000002,-96.72680000000013,8.300199999999924
0.85,0.6,0.3,18,0.55,0,0,0.3,0,0,132.0087,-120.9085000000001,11.100199999999894
0.85,0.6,0.3,18,0.66,0,0,0.36,0,0,157.5405,-145.09020000000012,12.450299999999878
0.85,0.6,0.3,18,0.77,0,0,0.42,0,0,184.52220000000003,-169.2719000000002,15.250299999999857
0.85,0.6,0.3,18,0.88,0,0,0.48,0,0,210.05400000000003,-193.45360000000025,16.600399999999848
0.85,0.6,0.3,18,0.99,0,0,0.54,0,0,235.58580000000003,-217.63530000000023,17.95049999999982
0.85,0.6,0.3,18,1.1,0,0,0.6,0,0,262.56750000000005,-241.8170000000002,20.75049999999979
0.85,0.6,0.3,20,0.11,0,0,0.08,0,0,36.158699999999996,-28.844799999999978,7.313900000000031
0.85,0.6,0.3,20,0.22,0,0,0.16,0,0,71.674,-57.689599999999956,13.984400000000063
0.85,0.6,0.3,20,0.33,0,0,0.24,0,0,107.18930000000003,-86.53439999999995,20.654900000000097
0.85,0.6,0.3,20,0.44,0,0,0.32,0,0,143.348,-115.37919999999991,27.968800000000126
0.85,0.6,0.3,20,0.55,0,0,0.4,0,0,179.50670000000002,-144.22399999999988,35.28270000000017
0.85,0.6,0.3,20,0.66,0,0,0.48,0,0,215.02200000000005,-173.0687999999999,41.953200000000194
0.85,0.6,0.3,20,0.77,0,0,0.56,0,0,251.18070000000012,-201.91359999999983,49.26710000000025
0.85,0.6,0.3,20,0.88,0,0,0.64,0,0,286.696,-230.75839999999982,55.93760000000025
0.85,0.6,0.3,20,0.99,0,0,0.72,0,0,322.2113000000001,-259.6031999999998,62.60810000000024
0.85,0.6,0.3,20,1.1,0,0,0.8,0,0,358.37,-288.44799999999975,69.92200000000035
0.85,0.6,0.3,25,0.11,0,0,0.04,0,0,36.03649999999998,-32.215399999999995,3.8210999999999897
0.85,0.6,0.3,25,0.22,0,0,0.08,0,0,72.07299999999996,-64.43079999999999,7.6421999999999795
0.85,0.6,0.3,25,0.33,0,0,0.12,0,0,108.10949999999991,-96.64619999999996,11.463299999999972
0.85,0.6,0.3,25,0.44,0,0,0.16,0,0,144.14599999999993,-128.86159999999998,15.284399999999959
0.85,0.6,0.3,25,0.55,0,0,0.2,0,0,180.18249999999986,-161.07699999999997,19.105499999999964
0.85,0.6,0.3,25,0.66,0,0,0.24,0,0,216.21899999999982,-193.29239999999993,22.926599999999944
0.85,0.6,0.3,25,0.77,0,0,0.28,0,0,252.25549999999987,-225.5078,26.747699999999945
0.85,0.6,0.3,25,0.88,0,0,0.32,0,0,288.29199999999986,-257.72319999999996,30.568799999999918
0.85,0.6,0.3,25,0.99,0,0,0.36,0,0,324.3284999999998,-289.9385999999999,34.38989999999991
0.85,0.6,0.3,25,1.1,0,0,0.4,0,0,360.3649999999997,-322.15399999999994,38.21099999999993
0.85,0.6,0.3,30,0.06,0,0,0,0,0,19.95190000000001,-29.437000000000022,-9.485100000000003
0.85,0.6,0.3,30,0.12,0,0,0,0,0,39.90380000000002,-58.874000000000045,-18.970200000000006
0.85,0.6,0.3,30,0.18,0,0,0,0,0,59.85570000000003,-88.31280000000005,-28.4571
0.85,0.6,0.3,30,0.24,0,0,0,0,0,79.80760000000004,-117.74800000000009,-37.94040000000001
0.85,0.6,0.3,30,0.3,0,0,0,0,0,99.7595000000001,-147.1850000000001,-47.42550000000002
0.85,0.6,0.3,30,0.36,0,0,0,0,0,119.71140000000005,-176.6256000000001,-56.9142
0.85,0.6,0.3,30,0.42,0,0,0,0,0,139.66330000000008,-206.05900000000005,-66.39570000000005
0.85,0.6,0.3,30,0.48,0,0,0,0,0,159.61520000000007,-235.49600000000018,-75.88080000000002
0.85,0.6,0.3,30,0.54,0,0,0,0,0,179.56710000000015,-264.9384000000002,-85.37130000000006
0.85,0.6,0.3,30,0.6,0,0,0,0,0,199.5190000000002,-294.3700000000002,-94.85100000000004
0.85,0.6,0.3,35,0.06,0,0,0,0,0,22.419900000000005,-23.188300000000027,-0.7684000000000246
0.85,0.6,0.3,35,0.12,0,0,0,0,0,44.83980000000001,-46.37660000000005,-1.5368000000000492
0.85,0.6,0.3,35,0.18,0,0,0,0,0,67.2597,-69.56490000000005,-2.305200000000078
0.85,0.6,0.3,35,0.24,0,0,0,0,0,89.67960000000002,-92.7532000000001,-3.0736000000000985
0.85,0.6,0.3,35,0.3,0,0,0,0,0,112.0995,-115.9415000000001,-3.842000000000125
0.85,0.6,0.3,35,0.36,0,0,0,0,0,134.5194,-139.1298000000001,-4.610400000000156
0.85,0.6,0.3,35,0.42,0,0,0,0,0,156.93929999999992,-162.3181000000002,-5.378800000000177
0.85,0.6,0.3,35,0.48,0,0,0,0,0,179.35920000000004,-185.5064000000002,-6.147200000000197
0.85,0.6,0.3,35,0.54,0,0,0,0,0,201.77909999999994,-208.69470000000024,-6.915600000000236
0.85,0.6,0.3,35,0.6,0,0,0,0,0,224.199,-231.8830000000002,-7.68400000000025
0.85,0.6,0.3,40,0.06,0,0,0.03,0,0,21.84220000000002,-20.6726,1.169600000000011
0.85,0.6,0.3,40,0.12,0,0,0.06,0,0,43.68440000000004,-41.3452,2.339200000000022
0.85,0.6,0.3,40,0.18,0,0,0.09,0,0,65.52660000000002,-62.01780000000003,3.5088000000000132
0.85,0.6,0.3,40,0.24,0,0,0.12,0,0,87.36880000000008,-82.6904,4.678400000000044
0.85,0.6,0.3,40,0.3,0,0,0.15,0,0,109.21100000000007,-103.36300000000006,5.848000000000026
0.85,0.6,0.3,40,0.36,0,0,0.18,0,0,131.05320000000003,-124.03560000000006,7.0176000000000265
0.85,0.6,0.3,40,0.42,0,0,0.21,0,0,152.89540000000005,-144.70820000000003,8.187200000000093
0.85,0.6,0.3,40,0.48,0,0,0.24,0,0,174.73760000000016,-165.3808,9.356800000000089
0.85,0.6,0.3,40,0.54,0,0,0.27,0,0,196.57980000000015,-186.05340000000007,10.526400000000045
0.85,0.6,0.3,40,0.6,0,0,0.3,0,0,218.42200000000014,-206.7260000000001,11.696000000000051
0.85,0.6,0.3,45,0.04,0,0,0.04,0,0,17.190299999999997,-18.42060000000001,-1.230300000000021
0.85,0.6,0.3,45,0.08,0,0,0.08,0,0,34.380599999999994,-36.84120000000002,-2.460600000000042
0.85,0.6,0.3,45,0.12,0,0,0.12,0,0,51.57089999999997,-55.26180000000001,-3.690900000000025
0.85,0.6,0.3,45,0.16,0,0,0.16,0,0,68.76119999999999,-73.68240000000004,-4.921200000000084
0.85,0.6,0.3,45,0.2,0,0,0.2,0,0,85.95149999999991,-92.10300000000007,-6.151500000000091
0.85,0.6,0.3,45,0.24,0,0,0.24,0,0,103.14179999999995,-110.52360000000002,-7.38180000000005
0.85,0.6,0.3,45,0.28,0,0,0.28,0,0,120.33209999999997,-128.94420000000002,-8.612100000000055
0.85,0.6,0.3,45,0.32,0,0,0.32,0,0,137.52239999999998,-147.3648000000001,-9.842400000000168
0.85,0.6,0.3,45,0.36,0,0,0.36,0,0,154.71269999999987,-165.7854000000002,-11.072700000000252
0.85,0.6,0.3,45,0.4,0,0,0.4,0,0,171.90299999999982,-184.20600000000013,-12.303000000000182
0.85,0.6,0.6,3,0.01,-108.43000000000006,0.01,0,0,0,3.5783999999999994,0,-104.85160000000006
0.85,0.6,0.6,3,0.02,-108.43000000000006,0.02,0,0,0,7.156799999999999,0,-101.27320000000006
